"name","tags","dateFrom","dateTo","timeFrom","timeTo","placename","street","zip","city","description","url","type","image","imageType","lat","lon"
"Kinder aus aller Welt – Willkommen bei uns in Deutschland","iwgr","27. March",,"9:00",,"Bibliothek Prohlis","Prohliser Allee 10",,"Dresden","Beim Vorstellen von Büchern erfahren Kinder Interessantes zu Themen wie Toleranz, Vorurteile und Heimat.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-6/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.005567","13.797896"
"ABC-Veranstaltung","iwgr","28. March",,"9:00",,"Bibliothek Prohlis","Prohliser Allee 10",,"Dresden","Durch Namensspiele und einem Bilderbuchkino befassen sich Kinder mit dem Alphabet und Geschichten.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.005567","13.797896"
"Theater „Als die Raben noch bunt waren“","iwgr","29. March",,"9:00","10:00","Bibliothek Gorbitz","Merianplatz 4","01169","Dresden","Kamishibai-Theater für Kinder im Alter von 4-6 Jahren","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-10-copy-13-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.04542","13.66945"
"Worte finden – zum Umgang mit Alltagsrassismus und rechtspopulistischen Äußerungen","iwgr","18. March",,"9:30","12:30","Gemeindehaus der Ev.-Luth. Kirchgemeinde Gruna-Seidnitz","Bodenbacher Str. 24","01277","Dresden","Zum Themenschwerpunkt Alltagsrassismus werden in Zusammenarbeit mit dem Kulturbüro Sachsen e.V. Informationen weitergegeben und Handlungsmöglichkeiten spielerisch erprobt.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-94/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.03365","13.78175"
"Argumentationstraining gegen rechte Parolen","iwgr","18. March",,"10:00","16:00","Bürgerbüro Dr. Eva-Maria Stange","Rudolf-Renner-Straße 51","01159","Dresden","Workshop. Handlungsfähig bleiben, selbst wenn rechte Parolen einen sprachlos machen.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-116-copy-2-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.043802","13.694276"
"Kann es denn rassistisch sein, wenn ich es nicht rassistisch meine? (Teil 2 von 3)","iwgr","25. March",,"10:00","17:00","WIR AG","Martin-Luther-Straße 21",,"Dresden","Ein Praxisworkshop, um Rassismus bewusster wahrzunehmen, zu verstehen und ihm aktiv zu begegnen. Mit Manjiri Palicha und André Vollrath.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-4-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.0644","13.75571"
"Kann es denn rassistisch sein, wenn ich es nicht rassistisch meine? (Teil 3 von 3)","iwgr","26. March",,"10:00","14:00","WIR AG","Martin-Luther-Straße 21",,"Dresden","Ein Praxisworkshop, um Rassismus bewusster wahrzunehmen, zu verstehen und ihm aktiv zu begegnen. Mit Manjiri Palicha und André Vollrath.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-4-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.0644","13.75571"
"Politik-Forum – Zur Lage Syriens (Teil 3/3)","iwgr","26. March",,"11:30","19:00","riesa efau","Wachsbleichstr. 4a","01067","Dresden","„Menschenrechtslage von Syrer*innen auf dem Weg nach Europa“","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-83-copy-2-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.056022","13.720674"
"Politik-Forum: Zur Lage Syriens (Teil 1/3)","iwgr","24. March",,"13:00","20:30","riesa efau","Wachsbleichstr. 4a","01067","Dresden","„Menschenrechtslage von Syrer*innen innerhalb des Landes“","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-83-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.056022","13.720674"
"Politik-Forum – Zur Lage Syriens (Teil 2/3)","iwgr","25. March",,"13:00","20:30","riesa efau","Wachsbleichstr. 4a","01067","Dresden","„Menschenrechtslage von Syrer*innen in den Nachbarländern“","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-83-copy-2-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.056022","13.720674"
"Integration in Deutschland","iwgr","2. April",,"13:00","16:00","Marwa Elsherbiny Kultur- und Bildungszentrum Dresden","Marschnerstraße 2",,"Dresden","Tipps und Ratschläge für Flüchtlinge –  für die Bewältigung des Alltags und als Orientierungshilfe.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.046467","13.757847"
"Zuhause kann überall sein","iwgr","15. March",,"14:00",,"Bibliothek Neustadt (Städtische Bibliotheken Dresden)","Königsbrücker Straße 26","01099","Dresden","Mit Liedern, Tänzen und Geschichten weltweit zu Hause. Für Schülerinnen und Schüler der Klassen 1 bis 4 geeignet.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-2-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.06752","13.747374"
"montags-bunt: künstlerischer Workshop","iwgr","20. March",,"14:00","20:00","Passage im Geschäftshaus Prager Spitze","Prager Straße 2","01069","Dresden","mit KunsT – lautet der Titel der Mitmalaktion, (auf Papier gezeichnete Körperumrisse) – Körperbilder können von Kunden der Prager Spitze selbst ausgemalt werden, danach werden sie ausgeschnitten und in die Schaufenster des Hauses geklebt, dort können sie ","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.041525","13.734798"
"montags-bunt: künstlerischer Workshop","iwgr","27. March",,"14:00","20:00","Passage im Geschäftshaus Prager Spitze","Prager Straße 2","01069","Dresden","mit KunsT – lautet der Titel der Mitmalaktion, (auf Papier gezeichnete Körperumrisse) – Körperbilder können von Kunden der Prager Spitze selbst ausgemalt werden, danach werden sie ausgeschnitten und in die Schaufenster des Hauses geklebt, dort können sie ","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.041525","13.734798"
"Perspektivwechsel. Ein interkulturelles Sensibilisierungstraining","iwgr","31. March",,"14:00","17:15","Volkshochschule Dresden","Annenstraße 10","01067","Dresden","Sie möchten die Fähigkeit erlangen, in interkulturellen Situationen angemessen und konfliktvermeidend zu interagieren. Mit diesem interkulturellen Sensibilisierungstraining bekommen Sie die Möglichkeit, sich mit Ihrer eigenen kulturellen Prägung auseinand","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-98/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.049494","13.729814"
"Nichts gegen Dresden, aber Rassismus ist noch immer ein Problem.","iwgr","1. April",,"14:00","16:00","Treffpunkt Wettiner Platz","Wettiner Platz",,"Dresden","Ein Stadtrundgang, der Probleme aufzeigt und Lösungen anbietet.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.053505","13.723524"
"montags-bunt: künstlerischer Workshop","iwgr","3. April",,"14:00","20:00","Passage im Geschäftshaus Prager Spitze","Prager Straße 2","01069","Dresden","mit KunsT – lautet der Titel der Mitmalaktion, (auf Papier gezeichnete Körperumrisse) – Körperbilder können von Kunden der Prager Spitze selbst ausgemalt werden, danach werden sie ausgeschnitten und in die Schaufenster des Hauses geklebt, dort können sie ","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.041525","13.734798"
"Das Bildungssystem in Syrien und Nachbarländern","iwgr","17. March",,"15:00","17:00","GEW Dresden","Cottaer Straße 4",,"Dresden","Gesprächsrunde mit Pädagoginnen und Pädagogen aus Syrien und Nachbarländern, die über ihre Erfahrungen berichten und Fragen beantworten.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-116-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.050391","13.711931"
"Rassismus in Mir!","iwgr","18. March",,"15:00","17:00","Innerspace Dresden","Alaunstraße 13 a",,"Dresden","Es werden die Aus- und Abgrenzungsmechanismen eines bzw. einer jeden selbst untersucht und betrachtet, wie diese überwunden werden können. Meditatives Seminar mit der indischen Meditations- und Weisheitslehrerin S. Bakshi.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-116-copy-2-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.06445","13.7485"
"„EIN-AUS-WEIT-BLICK“ – Vernissage","iwgr","18. March",,"15:00",,"Kinder- und Jugendgalerie EINHORN","Königstraße 15","01097","Dresden","Verschiedene Jugendkunstschulen aus Nordrhein-Westphalen zeigen ihre Werke. Unter anderem auch Werke von Flüchtlingen und deutschen Helfern. Sie stellen zum ersten Mal in den Räumen der Galerie EINHORN und sind zu Gast bei der JugendKunstschule Dresden.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-112/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.061749","13.7427"
"Stoff auf dem Kopf – ein interkultureller Dialog I Museumsführung und Workshop","iwgr","19. March",,"15:00","19:00","Stadtmuseum Dresden","Wilsdruffer Str. 2","01067","Dresden","oofabric : it´s a tulip – and a tichel (yidd.) – and a turban . Kopftuch | Wicklung | Turban Über die Lust an der Mode wollen wir die Angst vor dem Fremden abbauen. Der Kult des „Stoffs auf dem Kopf“ soll jungen Menschen entschleiert werden.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-25-copy-copy-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-2-copy-copy-copy-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.050073","13.743011"
"Rassismus an der Schule? Nicht mit uns!","iwgr","29. March",,"15:00","18:00","1. Oberschule Dresden","Rudolf-Bergander-Ring 3",,"Dresden","Input zu Rassismus, Projekte und Austausch mit Schülerinnen und Schülern, Lehrkräften und Schulsozialarbeiterinnen und –arbeitern.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.02144","13.77875"
"Der Filmclub ‚Filmreif‘ präsentiert: „Ich lass mich nicht verjagen“","iwgr","21. March",,"15:30",,"Freie Waldorfschule Dresden","Marienallee 5","01099","Dresden","Film und Diskussion zu Alltagsrassismus in Sachsen. Organisiert von Jugendlichen für Jugendliche.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.07185","13.76504"
"100 Bilder – Wer bin ich? Woher komme ich? Was will ich machen?","iwgr","16. March","30. June","16:00",,"Haltestelle Hauptbahnhof-Nord (ehemals Soup-Café)",,,"Dresden","Ausstellung: Ein Kurde, der vor 5 Jahren aus dem Iran flüchten musste, hat im letzten Jahr geflüchtete Menschen nach ihren Wünschen befragt. 80 Bilder sind entstanden und sollen erstmalig der Öffentlichkeit präsentiert werden.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.050409","13.737262"
"Begegnungscafé","iwgr","20. March",,"16:00",,"Kirchgemeinde St. Petrus","Dohnaer Straße 53",,"Dresden","Begegnungscafé und Sprachtreff. Mit Kinderbetreuung.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.021368","13.769369"
"Spielnachmittag für Kinder zwischen 7 und 16 Jahren","iwgr","21. March",,"16:00","18:00","Bibliothek Laubegast","Österreicher Straße 13","01279","Dresden","Wir laden alle Kinder, egal aus welchem Land, zu einem Sielnachmittag in die Bibliothek Laubegast ein.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-10-copy-13-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.028694","13.833684"
"Lieber Inklusion statt Integration!","iwgr","1. April",,"16:00","18:00","WIR AG","Martin-Luther-Straße 21",,"Dresden","Inklusion bedeutet, dass alle Menschen gut miteinander leben. Gemeinsam wird der Frage nachgegangen, wie dies gelingen und mehr Inklusion als nur Integration miteinander gelebt werden kann.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.0644","13.75571"
"Wie konnte es so weit kommen? Versuch eine Anklage in eine Frage zu wandeln","iwgr","3. April",,"16:00",,"Programmkino Ost","Schandauer Straße 73",,"Dresden","Historisch reflektierte Alltagserfahrungen vor und während der NS-Zeit – Ausstellungseröffnung mit Zeitzeuginnen und Zeitzeugen. Vorführung des Films „Wir sind Juden aus Breslau“","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.039399","13.806499"
"Die anderen sind wir","iwgr","18. March",,"17:00",,"Wir sind Paten","Stephanienplatz 2",,"Dresden","Der Workshop erklärt Konzepte, Typen und Wirkung des Rassismus auf die Gesellschaft und das Individuum..","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-116-copy-2-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.04721","13.76564"
"SG Westhang Schreibwerkstatt Gorbitz „Sieh den andern lange an“","iwgr","21. March",,"17:00","19:00","SG Westhang – Schreibwerkstatt Gorbitz im Mittelplunkt des DPBV e.V.","Merianplatz 4",,"Dresden","Unsere nächste Schreibwerkstatt Gorbitz findet im Rahmen der Internationalen Wochen gegen Rassismus am 21.3.17 um 17 Uhr im Mittelpunkt des DPBV e.V. im Dresden-Gorbitzer Sachsenforum statt.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-25-copy-copy-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-3/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.04518","13.669109"
"Israelischer Kulturabend","iwgr","23. March",,"17:00",,"Johannstädter Kulturtreff e.V.","Elisenstraße 35","01307","Dresden","Gemeinsames Zubereiten kleiner israelischer Köstlichkeiten, garniert mit einem Vortrag über das Land Israel.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-3/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.055917","13.760764"
"Gewalt, Krieg und Rassismus","iwgr","24. March","6. April","17:00",,"Kreativzentrum Omnibus","Berliner Straße 65",,"Dresden","Bilderausstellung des russischen Künstlers Alexeij Botschurow","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy-2-copy-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.05695","13.7098"
"Kann es denn rassistisch sein, wenn ich es nicht rassistisch meine? (Teil 1 von 3)","iwgr","24. March",,"17:00","20:00","WIR AG","Martin-Luther-Straße 21",,"Dresden","Ein Praxisworkshop, um Rassismus bewusster wahrzunehmen, zu verstehen und ihm aktiv zu begegnen. Mit Manjiri Palicha und André Vollrath.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-4-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.0644","13.75571"
"Interkulturelles Frühlingskonzert","iwgr","31. March",,"17:00","19:00","Himmelfahrtskirche Leuben","Rottwerndorfer Straße 1",,"Dresden","Benefizkonzert. Ein buntes Programm wird in der Himmelfahrtskirche Leuben geboten. Es werden Spenden für ein Projekt gesammelt, das die Arbeit von und mit Geflüchteten unterstützt.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.01336","13.817689"
"Ökumenisches Friedensgebet zum Gedenken an Jorge Gomondai","iwgr","3. April",,"17:00",,"Programmkino Ost","Schandauer Straße 73",,"Dresden","Historisch reflektierte Alltagserfahrungen vor und während der NS-Zeit – Ausstellungseröffnung mit Zeitzeuginnen und Zeitzeugen. Vorführung des Films „Wir sind Juden aus Breslau“","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.039399","13.806499"
